grammatical_error,punctuation_mark,uppercase_letter,passive_sentence,positive_sentiment,negative_sentiment,positive_emotion,negative_emotion,modal_verb,strong_modal,weak_modal,avg_word_length,avg_sentence_length,log_word_count,fog_index,emotiveness
6,3.238,0.132,0.048,0.055,0.0,0.0,0.0,0.0,0.0,0.063,5.811,7.81,5.1,3.207,0.388
3,4.5,0.113,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,6.014,17.25,4.234,6.975,0.471
1,2.5,0.037,0.25,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.762,10.5,3.738,4.238,0.3
4,3.4,0.073,0.2,0.074,0.0,0.0,0.0,0.111,0.111,0.111,4.667,16.2,4.394,6.524,0.433
9,1.375,0.029,0.0,0.053,0.013,0.0,0.0,0.143,0.0,0.143,5.789,9.5,4.331,3.832,0.361
1,2.8,0.021,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.339,12.4,4.127,5.025,0.462
1,2.333,0.034,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,6.211,6.333,2.944,2.638,0.0
10,2.909,0.026,0.091,0.083,0.0,0.0,0.0,0.067,0.067,0.067,5.269,13.182,4.977,5.325,0.397
3,3.727,0.272,0.0,0.082,0.009,0.0,0.0,0.333,0.5,0.0,5.109,10.0,4.7,4.051,0.463
6,2.444,0.056,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.54,9.667,4.466,3.922,0.333
4,2.0,0.068,0.333,0.154,0.0,0.0,0.0,0.0,0.0,0.0,6.769,8.667,3.258,3.559,0.417
0,20.0,0.629,1.0,0.069,0.0,0.0,0.0,0.2,0.2,0.0,4.708,72.0,4.277,28.85,0.348
2,1.0,0.088,1.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,5.353,17.0,2.833,6.847,0.375
9,6.0,0.152,0.5,0.071,0.0,0.0,0.0,0.0,0.0,0.0,7.048,21.0,3.738,8.486,0.292
1,1.6,0.035,0.2,0.098,0.0,0.0,0.0,0.0,0.0,0.0,5.529,10.2,3.932,4.135,0.174
2,1.667,0.079,0.167,0.078,0.0,0.0,0.0,0.0,0.0,0.0,4.686,8.5,3.932,3.439,0.353
19,5.143,0.027,0.143,0.078,0.0,0.0,0.0,0.077,0.0,0.077,5.953,18.429,4.86,7.443,0.303
32,4.333,0.05,0.444,0.053,0.0,0.0,0.0,0.045,0.045,0.0,6.272,22.889,5.328,9.204,0.315
2,3.0,0.013,0.2,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.829,15.2,4.331,6.154,0.343
3,1.333,0.099,0.0,0.056,0.019,0.0,0.0,0.0,0.0,0.0,5.426,18.0,3.989,7.267,0.1
6,4.0,0.158,0.0,0.092,0.009,0.0,0.0,0.143,0.143,0.0,5.358,13.625,4.691,5.509,0.341
0,3.333,0.036,0.167,0.031,0.0,0.0,0.0,0.0,0.0,0.0,4.948,16.0,4.564,6.446,0.178
4,1.833,0.203,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,5.476,7.0,4.431,2.857,0.342
6,5.6,0.09,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,5.778,18.0,4.5,7.24,0.354
6,23.5,0.112,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5.475,50.5,4.615,20.251,0.235
8,1.667,0.048,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,6.543,11.667,3.555,4.724,0.438
6,5.0,0.086,0.5,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.833,12.0,3.178,4.833,0.214
0,1.5,0.022,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.625,10.0,3.689,4.07,0.238
9,4.667,0.145,0.0,0.074,0.0,0.0,0.0,0.25,0.25,0.0,5.426,15.667,4.543,6.309,0.39
13,6.714,0.045,0.143,0.073,0.01,0.0,0.0,0.0,0.0,0.0,6.26,13.714,4.564,5.556,0.25
2,2.2,0.014,0.2,0.082,0.027,0.0,0.0,0.0,0.0,0.0,5.986,14.6,4.29,5.911,0.225
13,21.5,0.188,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,6.462,32.5,4.174,13.037,0.194
0,2.0,0.058,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,4.943,17.5,3.555,7.023,0.125
9,3.136,0.044,0.045,0.072,0.006,0.0,0.0,0.0,0.0,0.0,5.602,7.545,5.112,3.064,0.321
12,20.0,0.102,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,6.472,53.0,3.97,21.223,0.233
22,5.462,0.042,0.385,0.029,0.011,0.0,0.0,0.041,0.041,0.041,5.086,26.769,5.852,10.762,0.314
7,3.8,0.015,0.4,0.079,0.0,0.0,0.0,0.056,0.056,0.0,5.277,17.7,5.176,7.15,0.366
2,1.4,0.082,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,5.27,7.4,4.304,3.025,0.485
5,6.0,0.086,0.0,0.043,0.022,0.0,0.0,0.0,0.0,0.0,5.696,15.333,4.522,6.216,0.2
0,9.0,0.195,0.0,0.13,0.019,0.0,0.0,0.25,0.0,0.25,5.315,18.0,3.989,7.267,0.3
5,2.714,0.026,0.143,0.101,0.007,0.0,0.0,0.0,0.0,0.0,5.309,19.857,4.934,8.009,0.436
1,4.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,10.0,2.303,4.0,0.0
6,2.077,0.038,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,5.736,6.692,4.466,2.727,0.405
1,11,0.643,0.0,0.0,0.0,0.0,0.0,0,0,0,3.5,2.0,1.386,0.8,0.5
2,3.2,0.065,0.2,0.085,0.0,0.0,0.0,0.0,0.0,0.0,5.676,14.2,4.263,5.765,0.406
6,3.857,0.552,0.0,0.042,0.0,0.0,0.0,0.25,0.25,0.0,6.604,6.857,3.871,2.826,0.25
6,2.667,0.146,0.0,0.032,0.016,0.0,0.0,0.125,0.125,0.0,5.857,10.5,4.143,4.276,0.192
3,4.0,0.028,0.0,0.072,0.0,0.0,0.0,0.6,0.8,0.0,5.175,13.857,4.575,5.617,0.302
12,8.0,0.015,0.4,0.079,0.0,0.0,0.0,0.063,0.031,0.031,5.242,38.0,5.247,15.242,0.318
10,4.0,0.095,0.091,0.075,0.0,0.0,0.0,0.0,0.0,0.0,5.434,9.636,4.663,3.919,0.373
6,2.75,0.022,0.25,0.076,0.0,0.0,0.0,0.118,0.059,0.059,5.553,16.5,4.883,6.67,0.345
0,1.5,0.343,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,7.444,4.5,2.197,2.022,0.4
12,26.0,0.142,0.5,0.074,0.0,0.0,0.0,0.0,0.0,0.0,5.563,95.0,5.247,38.072,0.384
13,5.333,0.379,0.0,0.015,0.0,0.0,0.0,0.2,0.2,0.0,6.456,11.333,4.22,4.61,0.222
3,3.75,0.206,0.0,0.022,0.0,0.0,0.0,0.167,0.167,0.0,5.244,11.25,3.807,4.527,0.4
7,2.9,0.038,0.1,0.087,0.0,0.0,0.0,0.0,0.0,0.0,5.035,17.3,5.153,6.98,0.315
3,2.929,0.305,0.0,0.091,0.011,0.0,0.0,0.0,0.2,0.0,5.489,6.286,4.477,2.573,0.621
1,1.0,0.028,0.167,0.067,0.0,0.0,0.0,0.0,0.0,0.0,4.667,10.0,4.094,4.04,0.458
11,5.556,0.208,0.111,0.073,0.006,0.0,0.0,0.091,0.091,0.0,5.476,18.222,5.1,7.342,0.429
8,6.2,0.076,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,5.215,18.6,4.533,7.5,0.349
0,0.667,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.667,2.079,1.167,0.333
4,6.0,0.03,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,6.862,14.5,3.367,5.897,0.462
4,2.333,0.106,0.333,0.095,0.0,0.0,0.0,0.0,0.0,0.0,5.143,14.0,3.738,5.657,0.25
3,11.0,0.098,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,5.32,50.0,3.912,20.064,0.35
4,4.0,0.048,0.5,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.419,15.5,3.434,6.239,0.467
1,2.444,0.13,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,5.462,7.222,4.174,2.95,0.286
18,23.0,0.941,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,6.947,75.0,4.317,30.059,0.516
3,8.0,0.052,0.0,0.067,0.017,0.0,0.0,0.0,0.0,0.0,5.783,30.0,4.094,12.067,0.241
7,4.222,0.063,0.0,0.044,0.0,0.0,0.0,0.053,0.0,0.053,5.491,12.667,4.736,5.144,0.238
13,7.333,0.06,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,5.698,17.667,3.97,7.097,0.458
1,2.667,1.0,0.0,0.143,0.0,0.0,0.0,0.0,0.333,0.0,6.071,9.333,3.332,3.833,0.214
4,4.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.0,2.303,4.16,0.286
5,2.308,0.057,0.231,0.087,0.01,0.0,0.0,0.1,0.0,0.1,5.192,8.0,4.644,3.235,0.375
6,10.0,0.02,0.5,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.949,29.5,4.078,11.875,0.286
2,14,0.068,0.0,0.04,0.0,0.0,0.0,0,0,0,5.92,5.0,3.219,2.016,0.6
3,2.333,0.048,0.167,0.065,0.0,0.0,0.0,0.1,0.1,0.0,4.883,12.833,4.344,5.206,0.406
14,5.583,0.358,0.083,0.042,0.0,0.0,0.0,0.0,0.125,0.0,5.859,11.833,4.956,4.79,0.225
10,9.8,0.173,0.0,0.019,0.0,0.0,0.0,0.333,0.167,0.167,5.283,21.2,4.663,8.525,0.286
1,1.5,0.935,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,5.242,8.25,4.19,3.324,0.4
2,3.2,0.025,0.2,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5.45,16.0,4.382,6.5,0.317
7,12.0,0.228,0.0,0.025,0.0,0.0,0.0,0.333,0.0,0.333,6.35,40.0,3.689,16.06,0.158
13,42.0,0.219,1.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,6.949,79.0,4.369,31.691,0.279
3,9.5,0.058,0.5,0.102,0.0,0.0,0.0,0.0,0.0,0.0,5.847,29.5,4.078,11.875,0.429
3,6.5,0.169,0.5,0.051,0.0,0.0,0.0,0.0,0.0,0.0,5.769,19.5,3.664,7.831,0.222
6,3.111,0.055,0.222,0.073,0.0,0.0,0.0,0.143,0.071,0.071,5.5,13.778,4.82,5.563,0.339
8,7.5,0.052,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.092,19.0,4.331,7.642,0.171
8,6.0,0.123,0.0,0.028,0.018,0.0,0.0,0.0,0.0,0.0,5.761,15.571,4.691,6.291,0.167
12,9.286,0.577,0.0,0.093,0.0,0.0,0.0,0.1,0.0,0.1,5.356,16.857,4.771,6.8,0.565
3,6.5,0.157,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,6.018,28.0,4.025,11.243,0.226
5,6.4,0.054,0.4,0.079,0.01,0.0,0.0,0.0,0.0,0.0,5.426,20.2,4.615,8.135,0.409
2,3.2,0.038,0.2,0.079,0.0,0.0,0.0,0.0,0.0,0.0,4.882,15.2,4.331,6.117,0.162
1,2.5,0.024,0.5,0.055,0.0,0.0,0.0,0.333,0.333,0.0,5.327,13.75,4.007,5.558,0.364
7,4.0,0.024,0.4,0.114,0.025,0.0,0.0,0.125,0.125,0.0,6.354,15.8,4.369,6.396,0.324
4,5.0,0.014,0.5,0.053,0.0,0.0,0.0,0.083,0.0,0.083,5.046,21.833,4.875,8.782,0.314
5,2.727,0.064,0.182,0.076,0.012,0.0,0.0,0.0,0.125,0.0,5.152,15.545,5.142,6.272,0.343
1,1.0,0.103,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,5.571,21.0,3.045,8.457,0.273
5,2.571,0.365,0.0,0.068,0.0,0.0,0.0,0.167,0.167,0.0,4.951,14.714,4.635,5.917,0.514
14,6.0,0.025,0.167,0.035,0.007,0.0,0.0,0.043,0.0,0.043,6.224,23.833,4.963,9.598,0.293
2,2.6,0.379,0.0,0.045,0.0,0.0,0.0,0.25,0.0,0.25,5.091,13.2,4.19,5.328,0.44
3,2.6,0.029,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,5.672,12.2,4.111,4.952,0.333
6,2.8,0.038,0.4,0.077,0.007,0.0,0.0,0.071,0.071,0.0,4.944,14.3,4.963,5.773,0.246
15,4.1,0.048,0.2,0.11,0.006,0.0,0.0,0.222,0.222,0.056,5.32,17.2,5.147,6.936,0.431
3,4.0,0.329,0.25,0.1,0.0,0.0,0.0,0.077,0.154,0.0,5.367,15.0,4.787,6.08,0.404
0,0,0.045,0.0,0.5,0.0,0.0,0.0,0,0,0,5.5,4.0,1.386,1.7,2.0
1,1.5,0.099,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,5.226,15.5,3.434,6.252,0.4
3,2.5,0.04,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.146,12.0,3.871,4.858,0.2
3,3.75,0.216,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,4.982,13.75,4.007,5.558,0.345
11,3.4,0.118,0.1,0.043,0.0,0.0,0.0,0.294,0.118,0.176,4.986,13.8,4.927,5.575,0.231
4,4.75,0.805,0.125,0.046,0.0,0.0,0.0,0.0,0.0,0.0,5.385,8.125,4.174,3.293,0.357
1,1.0,0.055,0.0,0.083,0.0,0.0,0.0,0.25,0.0,0.25,4.528,18.0,3.584,7.233,0.25
4,22.0,0.962,0.0,0.02,0.0,0.0,0.0,0.125,0.125,0.0,5.224,49.0,3.892,19.641,0.217
1,1.333,0.044,0.667,0.022,0.0,0.0,0.0,0.2,0.2,0.0,4.913,15.333,3.829,6.185,0.412
2,1.9,0.035,0.1,0.038,0.0,0.0,0.0,0.4,0.4,0.0,5.343,10.5,4.654,4.25,0.636
4,2.75,0.035,0.25,0.053,0.0,0.0,0.0,0.286,0.286,0.0,4.516,11.875,4.554,4.792,0.313
2,10.0,0.127,0.5,0.058,0.0,0.0,0.0,0.0,0.0,0.0,5.232,34.5,4.234,13.875,0.207
15,5.0,0.252,0.111,0.079,0.013,0.0,0.0,0.067,0.133,0.0,5.789,16.889,5.024,6.816,0.403
7,6.333,0.142,0.333,0.061,0.0,0.0,0.0,0.2,0.0,0.2,5.606,22.0,4.19,8.855,0.231
1,4.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.917,12.0,2.485,4.967,0.111
6,6.25,0.099,0.5,0.063,0.014,0.0,0.0,0.0,0.0,0.0,5.301,17.875,4.963,7.214,0.443
7,5.8,0.045,0.2,0.069,0.0,0.0,0.0,0.0,0.0,0.0,5.762,20.2,4.615,8.151,0.25
5,24.0,0.083,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,6.016,31.0,4.127,12.458,0.483
5,3.8,0.049,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,5.258,13.2,4.19,5.298,0.333
7,2.375,0.026,0.25,0.058,0.008,0.0,0.0,0.083,0.0,0.083,5.15,15.0,4.787,6.053,0.308
2,1.0,0.084,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.938,16.0,2.773,6.475,0.25
2,1.667,0.046,0.333,0.029,0.0,0.0,0.0,0.0,0.0,0.0,4.971,11.667,3.555,4.724,0.176
6,5.5,0.048,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.6,18.75,4.317,7.559,0.25
8,3.0,0.024,0.125,0.066,0.015,0.0,0.0,0.0,0.0,0.0,5.537,17.0,4.913,6.847,0.356
0,5,0.048,0.0,0.15,0.0,0.0,0.0,0,0,0,5.25,6.667,2.996,2.727,0.1
3,2.0,0.047,0.0,0.082,0.0,0.0,0.0,0.0,0.2,0.0,5.224,9.444,4.443,3.815,0.548
7,4.111,0.142,0.556,0.083,0.008,0.0,0.0,0.059,0.059,0.0,5.223,13.444,4.796,5.45,0.407
7,6.0,0.047,0.167,0.07,0.009,0.0,0.0,0.0,0.0,0.0,5.956,19.0,4.736,7.66,0.296
1,8.0,0.022,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.143,35.0,3.555,14.057,0.9
11,20.0,0.059,0.0,0.051,0.01,0.0,0.0,0.0,0.0,0.0,5.495,99.0,4.595,39.661,0.378
7,7.333,0.234,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,5.838,22.667,4.22,9.126,0.444
5,6.2,0.927,0.0,0.063,0.0,0.0,0.0,0.111,0.0,0.111,5.519,15.8,4.369,6.366,0.306
9,77.0,0.255,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.824,102.0,4.625,40.855,0.326
8,5.286,0.049,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,5.824,14.571,4.625,5.887,0.326
3,23.0,0.897,0.0,0.059,0.01,0.0,0.0,0.0,0.0,0.0,5.416,50.5,4.615,20.244,0.265
7,3.333,0.016,0.333,0.119,0.017,0.0,0.0,0.0,0.0,0.0,5.458,19.667,4.078,7.928,0.455
6,6.667,0.107,0.0,0.115,0.016,0.0,0.0,0.0,0.0,0.0,5.656,20.333,4.111,8.179,0.346
8,6.75,0.053,0.0,0.098,0.0,0.0,0.0,0.125,0.125,0.0,5.341,20.5,4.407,8.249,0.294
4,4.143,0.065,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,5.045,12.714,4.489,5.153,0.326
1,1.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286,7.0,2.639,2.857,0.286
3,3.429,0.077,0.143,0.039,0.013,0.0,0.0,0.125,0.0,0.125,5.701,11.0,4.344,4.478,0.361
5,3.667,0.277,0.333,0.051,0.0,0.0,0.0,0.0,0.0,0.0,5.475,19.667,4.078,7.921,0.36
5,11,0.195,0.0,0.0,0.0,0.0,0.0,0,0,0,5.023,44.0,3.784,17.618,0.25
0,1.5,0.024,0.5,0.108,0.0,0.0,0.0,0.0,0.0,0.0,5.459,9.25,3.611,3.754,0.278
5,4.0,0.047,0.0,0.092,0.0,0.0,0.0,0.0,0.333,0.0,6.154,16.25,4.174,6.586,0.303
12,6.333,0.081,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.5,7.484,21.333,4.159,8.571,0.5
2,4.0,1.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,6.947,19.0,2.944,7.684,0.2
1,2.8,0.029,0.2,0.016,0.0,0.0,0.0,0.0,0.0,0.0,5.452,12.4,4.127,5.018,0.44
9,4.222,0.057,0.333,0.101,0.0,0.0,0.0,0.0,0.333,0.0,5.768,11.0,4.595,4.469,0.317
10,47.0,0.127,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,5.962,78.0,4.357,31.262,0.333
1,3.0,0.095,0.333,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.023,14.667,3.784,5.921,0.316
0,5.333,0.029,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,5.233,20.0,4.094,8.053,0.407
44,15.333,0.205,0.333,0.086,0.0,0.0,0.0,0.071,0.0,0.071,7.714,29.167,5.165,11.749,0.366
2,12.0,0.815,0.167,0.123,0.0,0.0,0.0,0.2,0.2,0.0,4.908,10.833,4.174,4.376,0.31
1,2.222,0.046,0.0,0.052,0.0,0.0,0.0,0.125,0.125,0.0,5.338,8.556,4.344,3.511,0.343
3,4.0,0.05,1.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,6.722,18.0,2.89,7.244,0.5
3,25.0,0.069,1.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,5.574,68.0,4.22,27.247,0.273
11,7.778,0.874,0.0,0.099,0.007,0.0,0.0,0.2,0.2,0.1,4.934,16.889,5.024,6.787,0.532
5,4.0,0.047,0.0,0.027,0.0,0.0,0.0,0.2,0.2,0.0,5.753,12.167,4.29,4.911,0.171
3,6.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,5.55,20.0,3.689,8.06,0.278
16,5.818,0.049,0.091,0.053,0.0,0.0,0.0,0.0,0.0,0.0,6.077,18.909,5.338,7.646,0.25
2,3.0,0.033,0.0,0.118,0.029,0.0,0.0,0.0,0.0,0.0,5.382,6.8,3.526,2.767,0.643
0,1.857,0.112,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.652,6.571,3.829,2.698,0.45
9,65.0,0.27,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,5.62,92.0,4.522,36.865,0.326
10,4.235,0.069,0.353,0.059,0.005,0.0,0.0,0.0,0.063,0.031,5.283,12.059,5.323,4.894,0.326
5,6.0,0.015,0.2,0.038,0.0,0.0,0.0,0.0,0.0,0.0,5.769,15.6,4.357,6.296,0.195
6,9.5,0.048,0.0,0.066,0.011,0.0,0.0,0.083,0.083,0.0,4.758,45.5,4.511,18.226,0.262
11,20.5,0.037,0.5,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.943,70.0,4.942,28.086,0.35
2,3.0,0.046,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,5.512,10.75,3.761,4.365,0.25
10,16.667,0.05,0.333,0.084,0.0,0.0,0.0,0.0,0.0,0.0,5.692,47.667,4.963,19.123,0.288
1,4.0,0.05,0.0,0.015,0.0,0.0,0.0,0.2,0.0,0.2,4.706,13.6,4.22,5.481,0.269
1,1.571,0.048,0.286,0.095,0.014,0.0,0.0,0.0,0.0,0.0,4.824,10.571,4.304,4.277,0.286
2,10.0,0.024,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,6.3,40.0,3.689,16.08,0.294
3,2.0,0.034,0.125,0.037,0.0,0.0,0.0,0.0,0.091,0.0,4.925,13.375,4.673,5.38,0.372
1,3.5,0.239,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,5.067,11.25,4.5,4.567,0.25
17,2.167,0.148,0.0,0.08,0.0,0.0,0.0,0.0,0.125,0.0,6.85,8.333,4.605,3.401,0.383
3,5.8,0.133,0.2,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.103,13.6,4.22,5.487,0.308
4,2.0,0.04,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5.96,12.5,3.219,5.048,0.231
11,3.667,0.094,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,6.63,15.333,3.829,6.194,0.296
6,2.25,0.07,0.375,0.101,0.0,0.0,0.0,0.111,0.056,0.111,4.767,16.125,4.86,6.506,0.377
0,6,0.216,0.0,0.0,0.0,0.0,0.0,0,0,0,4.25,12.0,2.485,4.8,0.2
3,3.6,0.121,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,6.27,7.4,3.611,3.068,0.263
13,5.75,0.084,0.0,0.075,0.0,0.0,0.0,0.059,0.118,0.0,6.134,33.5,4.898,13.496,0.203
4,7.5,0.048,0.5,0.032,0.0,0.0,0.0,0.0,0.0,0.0,5.726,31.0,4.127,12.471,0.417
10,5.077,0.131,0.538,0.062,0.01,0.0,0.0,0.0,0.0,0.0,5.718,15.0,5.273,6.08,0.304
5,4.75,0.02,0.5,0.071,0.0,0.0,0.0,0.143,0.143,0.0,5.757,17.5,4.248,7.063,0.324
4,3.333,0.247,0.333,0.047,0.0,0.0,0.0,0.0,0.0,0.0,5.86,14.333,3.761,5.789,0.4
4,3.667,0.055,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,6.58,11.5,4.234,4.675,0.324
9,18.0,0.964,0.0,0.044,0.0,0.0,0.0,0.167,0.167,0.0,6.133,45.0,3.807,18.062,0.125
0,1.667,0.066,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,5.724,4.833,3.367,2.002,0.308
3,11,0.017,0.0,0.133,0.0,0.0,0.0,0,0,0,5.933,30.0,3.401,12.067,0.417
1,4.0,0.044,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,4.881,21.0,3.738,8.467,0.375
8,3.0,0.026,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,5.734,15.8,4.369,6.366,0.621
3,21.0,0.944,0.0,0.025,0.0,0.0,0.0,0.167,0.167,0.0,5.75,40.0,3.689,16.05,0.15
12,5.222,0.076,0.111,0.088,0.0,0.0,0.0,0.067,0.0,0.067,5.657,15.222,4.92,6.159,0.246
4,2.5,0.023,0.167,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.457,13.5,4.394,5.449,0.324
1,1.667,0.025,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,5.97,11.0,3.497,4.448,0.2
2,3.0,0.047,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.167,4.29,4.927,0.286
6,4.0,0.069,0.667,0.073,0.0,0.0,0.0,0.143,0.143,0.0,5.317,27.333,4.407,10.977,0.333
4,7.333,0.017,0.333,0.1,0.0,0.0,0.0,0.111,0.111,0.111,5.886,23.333,4.248,9.413,0.371
2,2.444,0.062,0.111,0.047,0.012,0.0,0.0,0.2,0.0,0.2,4.837,9.556,4.454,3.864,0.441
2,3.889,0.955,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,5.544,11.444,4.635,4.628,0.467
2,3.111,0.039,0.333,0.057,0.0,0.0,0.0,0.0,0.067,0.0,4.553,15.667,4.949,6.312,0.392
6,3.125,0.048,0.125,0.092,0.008,0.0,0.0,0.0,0.0,0.0,5.685,16.25,4.868,6.552,0.203
5,2.0,0.191,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,5.239,13.625,4.691,5.498,0.286
3,10.0,0.013,1.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,5.774,53.0,3.97,21.275,0.458
20,92.0,0.342,0.0,0.051,0.007,0.0,0.0,0.0,0.143,0.0,5.993,136.0,4.913,54.462,0.304
11,8.0,0.165,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.011,23.0,4.522,9.226,0.41
6,3.429,0.053,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,5.791,13.0,4.511,5.257,0.341
6,31.0,0.163,0.0,0.125,0.014,0.0,0.0,0.0,0.0,0.0,6.208,36.0,4.277,14.461,0.5
2,7.833,0.795,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.492,21.0,4.836,8.46,0.309
3,4.6,0.039,0.6,0.012,0.0,0.0,0.0,0.0,0.0,0.0,4.951,16.4,4.407,6.614,0.263
4,3.125,0.182,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.486,9.0,4.277,3.656,0.394
0,1.0,0.032,1.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,2.944,7.621,0.1
5,3.167,0.098,0.0,0.062,0.0,0.0,0.0,0.111,0.0,0.111,5.338,10.833,4.174,4.382,0.2
5,3.25,0.918,0.0,0.056,0.0,0.0,0.0,0.333,0.167,0.167,4.761,17.75,4.263,7.128,0.36
9,3.875,0.109,0.25,0.058,0.007,0.0,0.0,0.0,0.0,0.0,5.496,17.375,4.934,7.016,0.267
1,2.667,0.036,0.167,0.042,0.014,0.0,0.0,0.0,0.0,0.0,5.366,11.833,4.263,4.823,0.229
7,3.333,0.016,0.333,0.119,0.017,0.0,0.0,0.0,0.0,0.0,5.458,19.667,4.078,7.928,0.455
7,14.0,0.085,0.5,0.046,0.015,0.0,0.0,0.0,0.0,0.0,6.323,32.5,4.174,13.08,0.276
8,5.25,0.449,0.5,0.044,0.009,0.0,0.0,0.111,0.0,0.111,5.149,28.5,4.736,11.439,0.295
